"energy","loudness","acousticness","instrumentalness","tempo","duration_ms","track_age","track_popularity"
0.96,-3.524,0.00169,0.000997,126.02,186067,23,66
0.981,-3.244,0.000151,0,102.986,167480,12,0
0.863,-7.968,0.000643,0.591,113.98,204360,17,58
0.7,-7.654,0.000519,2.06e-06,119.974,214007,5,42
0.808,-5.484,7.19e-05,0.00336,95.19,201667,15,66
0.993,-3.014,0.000151,0,149.912,202250,5,68
0.975,-3.905,0.000116,0.00114,103.983,263077,5,41
0.77,-7.082,0.00615,0,148.016,207776,7,53
0.967,-3.798,0.00372,5.03e-06,85.072,206187,6,29
0.951,-3.227,0.000279,0.15,75.007,289533,5,7
0.983,-3.332,0.00287,0,74.959,206700,5,31
0.961,-4.299,5.76e-05,0.0236,165.056,230000,5,38
0.665,-7.85,0.00697,0.000182,129.962,227370,5,19
0.865,-6.118,0.000659,0,145.957,201467,5,13
0.857,-5.771,0.000157,0.00054,118.962,175588,5,22
0.992,-2.631,0.000367,0.000288,170.016,244235,5,23
0.952,-4.569,0.00155,0.00423,129.959,258738,5,30
0.979,-3.892,0.000252,0.0161,90.233,201796,5,26
0.957,-3.994,0.000845,2.72e-05,110,222200,5,31
0.613,-5.055,0.111,3.22e-06,84.951,166693,6,71
0.876,-5.111,0.000131,0.116,128.97,214302,7,28
0.663,-7.791,0.0924,6.82e-05,128.135,213750,7,20
0.777,-7.734,0.00025,0.000247,150.05,204200,5,36
0.902,-3.561,0.0206,0.000138,83.969,184131,6,20
0.939,-3.441,2.54e-05,5.86e-06,169.974,227824,5,33
0.947,-3.494,2.69e-05,6.99e-05,115.015,229500,6,18
0.924,-3.275,0.00533,2.15e-06,97.006,230722,5,27
0.983,-5.037,0.000403,0.0381,150.118,251528,5,18
0.968,-3.877,0.000852,0.627,185.35,218595,5,25
0.904,-6.484,8.28e-06,0.64,104.988,170373,5,18
0.966,-2.966,0.00349,0.000198,178.105,224597,9,50
0.714,-8.952,0.000206,0.00612,113.499,240294,7,27
0.991,-2.927,0.000619,0,76.372,241227,13,0
0.946,-5.301,0.00886,0,171.982,253947,NA,37
0.911,-4.715,6.07e-05,3.47e-06,183.535,315453,15,62
0.988,-3.65,9.43e-05,0,150.027,246613,12,0
0.739,-6.57,1.05e-05,0.211,119.949,172053,5,17
0.918,-4.855,7.82e-05,0.0412,112.041,177857,6,26
0.982,-3.896,2.31e-05,0.000979,160.005,212613,5,36
0.96,-3.888,0.00023,0,132.014,255773,12,0
0.933,-4.584,0.00731,0,150.078,270933,12,0
0.989,-2.414,0.000129,0.000228,137.077,184402,5,33
0.858,-5.077,0.00074,0,148.02,194392,5,32
0.654,-9.865,4.26e-05,0.633,175.829,176803,5,26
0.955,-3.708,0.000165,1.36e-05,107.984,216733,16,71
0.868,-4.145,0.00012,0.000273,182.851,218467,19,61
0.88,-6.528,4.27e-05,0.00214,84.038,244075,5,24
0.929,-4.469,0.00015,0.00106,155.041,227107,19,65
0.854,-7.425,5.26e-05,0.0264,133.187,303747,7,31
0.85,-4.517,5.37e-05,0.000113,91.964,187573,21,53
0.898,-6.746,0.000241,0.00181,127.799,170586,6,19
0.895,-4.264,0.00181,0,135.047,232927,5,39
0.969,-4.145,0.00348,0,90.012,178789,5,27
0.806,-6.614,0.00148,0,152.096,219409,5,31
0.876,-4.566,0.00873,0.0229,128.985,224173,5,42
0.924,-4.029,0.000107,0,140.026,207536,5,17
0.925,-4.973,2.46e-06,0.199,84.007,206467,6,35
0.954,-3.034,0.115,5.42e-06,106.501,223380,5,37
0.75,-3.572,8.49e-05,0,125.103,258253,16,60
0.929,-3.582,0.00134,0.0365,106.003,197040,21,57
0.815,-5.55,6.06e-05,0,147.974,194227,21,67
0.994,-1.554,0.0027,0,100.021,237558,6,26
0.942,-5.025,0.000105,0,106.039,205520,21,51
0.835,-6.351,0.00174,0,87.561,198533,21,61
0.877,-4.943,0.000622,4.48e-05,169.977,203600,21,44
0.996,-2.996,1.4e-05,0,75.959,230748,NA,0
0.964,-4.093,0.000512,0,126.084,209373,17,0
0.953,-3.253,4.52e-05,0.000125,152.038,204125,5,44
0.962,-5.264,0.000112,0.000666,95.03,291360,6,23
0.95,-3.532,0.000172,0.0046,100.004,218572,12,34
0.974,-3.304,0.0209,0,98.044,202733,19,0
0.893,-3.676,2.77e-06,0.842,156.939,197680,12,0
0.964,-4.441,7.13e-05,0.0387,167.024,200547,19,68
0.957,-2.657,0.00298,0,135.013,205627,17,55
0.802,-4.44,0.0319,0,152.111,210560,17,45
0.949,-3.438,0.00134,0,98.999,193893,NA,0
0.908,-4.46,0.00648,0,141.988,221268,6,0
0.953,-4.688,0.000189,0.00288,127.826,207213,20,0
0.856,-6.137,0.00122,0,95.999,229493,14,0
0.824,-4.339,0.000317,2.29e-06,196.11,208187,NA,0
0.982,-3.41,0.000104,3.67e-06,167.982,247613,17,63
0.974,-4.867,0.00447,0.000104,127.004,195885,7,0
0.897,-3.906,0.000666,0,115.491,193107,15,63
0.538,-7.229,0.00212,6.36e-06,135.958,227260,5,23
0.904,-4.407,1.64e-05,0,109.965,199614,5,36
0.942,-3.245,0.00039,6.36e-06,119.992,207987,7,68
0.964,-3.673,9.97e-05,2.85e-06,138.021,229773,8,67
0.991,-2.855,0.00191,0,82.997,226349,5,69
0.972,-3.144,0.000364,0,196.213,241720,13,59
0.974,-3.378,0.000505,4.71e-05,131.993,166688,5,41
0.972,-3.548,0.00104,0,199.793,187200,5,12
0.896,-5.356,7.52e-05,0.000229,194.968,203999,8,30
0.915,-6.387,0.000216,0.001,94.992,190213,6,20
0.85,-4.184,0.00119,0,90.999,204267,6,58
0.99,-3.008,0.00141,5.49e-06,95.034,188349,5,8
0.888,-3.971,0.000786,0.00737,140.028,210036,6,25
0.952,-3.285,8.63e-05,4.16e-05,122.988,227267,5,70
0.976,-2.707,0.00227,0,177.99,194073,7,22
0.907,-5.587,2.62e-05,0.00333,104.348,258427,19,58
0.99,-2.758,0.000502,0,173.702,187586,7,26
0.943,-4.285,0.0174,0,184.999,238662,6,57
0.79,-6.249,0.0342,0.000205,175.104,136061,7,43
0.822,-4.781,0.000257,0.00371,120.175,163826,5,30
0.964,-4.076,0.000416,0.000231,173.058,274403,6,62
0.922,-5.845,0.00619,1.13e-05,160.128,188653,6,53
0.988,-3.037,0.0026,0,94.006,198511,7,27
0.988,-2.406,0.000285,0,101.28,232640,6,57
0.98,-4.393,0.000367,0.159,162.02,269750,6,10
0.956,-3.336,0.000149,3.81e-05,88.01,190202,7,40
0.925,-3.775,0.000838,0,175.088,184227,6,62
0.967,-3.218,1.25e-05,6.16e-05,129.994,227093,5,62
0.979,-3.609,6.72e-05,2.24e-06,82.269,206024,7,24
0.905,-5.658,0.00151,0,135.001,165747,6,57
0.714,-8.209,0.000102,1e-04,140.091,227911,5,34
0.931,-3.093,0.000595,0.00217,194.911,208077,7,35
0.92,-4.095,0.000101,0,194.969,204802,6,30
0.984,-3.316,0.000623,2.27e-05,197.895,175852,5,6
0.959,-4.95,5.36e-05,6.54e-06,155.01,242680,6,69
0.946,-2.188,0.000118,0.0253,101.305,260773,5,77
0.903,-5.013,9.07e-05,0.124,107.028,220881,5,66
0.943,-4.731,0.000653,7.65e-05,176.056,190057,5,6
0.948,-3.945,0.000484,1.07e-06,100.158,272503,5,49
0.935,-5.102,1e-04,0,131.997,253446,6,51
0.916,-4.222,0.000236,1.94e-05,124.099,172826,7,63
0.9,-4.54,0.00204,6.42e-06,149.959,248373,7,66
0.968,-3.423,0.000909,1.46e-06,106.994,221760,5,58
0.892,-5.632,0.000778,1.77e-05,171.096,244615,5,51
0.502,-7.336,0.0804,0.00159,113.348,297520,46,5
0.598,-5.612,0.0197,0.00253,98.709,231987,43,5
0.43,-11.601,0.448,0.00141,104.668,273200,35,14
0.656,-5.712,0.0431,0.000161,153.747,245627,7,51
0.745,-7.045,0.416,0.00352,125.859,319347,24,49
0.763,-4.443,0.0667,0.0789,132.504,323613,37,4
0.71,-3.632,0.0119,0.000204,86.844,326640,NA,55
0.969,-3.163,2e-04,0.497,140.544,298720,39,3
0.862,-4.165,0.064,0.475,104.208,330467,45,3
0.665,-4.781,0.000104,0.816,112.962,283107,46,2
0.861,-4.916,0.0824,0.000555,87.971,309360,37,2
0.698,-5.92,0.026,0,136.312,230013,11,46
0.617,-3.988,0.0921,0,137.3,243800,NA,47
0.911,-3.608,0.00298,0.000114,93.888,263320,37,2
0.947,-2.12,0.0258,1.32e-05,134.589,236520,41,2
0.453,-6.584,0.702,3.29e-06,77.792,222573,25,46
0.709,-5.764,0.0874,0.0021,113.874,275080,47,1
0.907,-5.023,4.1e-05,0.0723,125.053,217347,NA,43
0.934,-3.461,0.000141,0.00103,114.221,254627,43,2
0.953,-4.556,0.000262,0.823,140.088,203347,15,43
0.488,-9.622,0.402,0.483,101.392,297120,53,41
0.691,-9.685,0.344,0.379,117.504,299750,15,6
0.83,-10.815,0.0104,0.000475,151.869,188533,NA,52
0.814,-5.411,0.0133,0.00293,147.193,252200,43,68
0.846,-4.217,0.000469,2.46e-05,149.893,211160,14,54
0.939,-1.654,4.93e-05,0.0065,185.971,233987,16,66
0.826,-3.244,0.00756,0,77.093,254805,7,72
0.63,-8.601,0.00397,0.000575,111.917,253360,29,44
0.641,-10.719,0.00108,4.85e-05,76.978,256960,51,45
0.614,-10.594,0.0372,0.00286,103.868,208173,38,54
0.953,-3.349,0.00447,0,188.182,262190,5,26
0.859,-4.422,0.0104,0.000543,72.491,208257,5,16
0.76,-5.872,0.00239,1.2e-05,150.002,200854,5,14
0.862,-4.676,0.000757,2.11e-06,90.53,163781,5,41
0.444,-5.88,0.00733,0,76.972,255313,5,14
0.872,-6.722,0.287,0,129.894,222427,NA,72
0.883,-5.921,4.23e-05,0.0595,155.928,198800,5,14
0.708,-14.01,0.0518,2.34e-06,129.988,289893,52,1
0.823,-6.138,0.00964,0.000378,129.431,197587,37,49
0.841,-13.357,0.163,2.78e-06,142.782,255093,36,50
0.689,-4.681,0.0719,0,73.389,218609,5,30
0.868,-5.096,0.0214,0,160.022,221893,NA,52
0.821,-4.816,0.0165,3.55e-06,108.533,250333,34,64
0.516,-12.032,0.202,0.18,118.129,224133,53,60
0.919,-3.5,9.41e-05,0,133.976,295987,8,44
0.55,-6.112,0.309,0.1,138.071,224160,33,51
0.844,-12.409,0.000424,0.165,183.719,320933,NA,54
0.947,-8.189,0.0275,0.00579,179.997,257707,40,52
0.427,-15.492,0.334,1.04e-05,105.732,213400,NA,63
0.46,-11.083,0.00173,9.66e-06,123.261,214906,9,17
0.422,-8.297,0.188,0.00311,140.494,305707,42,57
0.896,-5.704,0.00875,4.55e-05,94.991,201800,59,1
0.876,-4.867,0.0148,0,138.862,215907,20,1
0.579,-10.724,0.026,0.0218,88.822,245560,39,22
0.831,-5.071,0.00696,2.86e-05,119.851,245867,NA,37
0.822,-6.764,0.0113,0,176.711,199907,14,9
0.791,-7.457,0.000432,0.00323,125.11,252760,21,42
0.621,-10.851,0.03,7.59e-05,116.333,247600,36,46
0.922,-3.474,0.000247,0.388,132.059,212347,16,70
0.303,-12.355,0.081,0,95.024,179722,14,25
0.624,-11.713,0.144,2.47e-06,120.44,254467,34,0
0.557,-10.684,4.64e-05,0.00276,118.672,208760,22,1
0.954,-4.951,0.00712,4.04e-05,115.473,220160,14,44
0.784,-4.985,0.0282,0.451,137.153,254200,49,60
0.523,-12.908,0.178,0.0303,149.304,219760,55,47
0.349,-14.295,0.676,0.0789,124.348,196467,NA,65
0.669,-9.399,0.137,0.00933,126.917,284480,NA,35
0.398,-15.676,0.556,6.91e-06,106.265,166600,57,3
0.762,-6.47,0.462,0.0286,128.111,187533,14,52
0.394,-15.881,0.0781,0.000677,104.126,238747,45,17
0.96,-3.782,0.0106,0,140.202,199067,17,3
0.854,-5.873,0.00175,0.00639,98.013,293800,19,24
0.791,-7.593,0.00131,0,150.136,295427,18,43
0.895,-3.684,0.101,1.27e-06,143.383,188667,26,10
0.782,-9.753,0.265,0.654,163.642,113893,NA,48
0.523,-9.733,0.432,1.13e-05,107.564,241360,33,61
0.656,-6.146,0.284,0.0732,113.768,167093,19,32
0.676,-9.734,0.0777,1.38e-05,134.238,246840,26,5
0.813,-7.803,0.52,0.00944,141.691,151373,61,15
0.804,-5.497,0.105,2.22e-06,148.959,138360,NA,56
0.872,-4.921,0.00235,6.11e-05,120.399,233733,28,53
0.741,-4.957,0.00165,0.00499,82.967,280613,13,0
0.85,-3.904,0.346,0.000233,94.661,241667,26,67
0.895,-3.846,0.0221,0.000244,172.129,317078,5,64
0.775,-5.458,0.0226,0,144.998,191565,6,62
0.872,-4.91,0.0018,1.61e-05,156.059,274615,6,60
0.975,-2.912,0.000368,0,159.455,252689,5,52
0.971,-4.59,4.8e-05,0.0534,114.992,223720,6,25
0.943,-3.633,0.000113,0.0187,94.416,257453,7,59
0.903,-4.59,0.000954,8.4e-05,144.017,200311,7,57
0.984,-4.957,6.68e-05,0.018,132.039,258773,6,27
0.939,-4.788,0.0389,0,163.026,217133,5,39
0.933,-4.591,0.00147,0.00345,157.971,200410,6,15
0.896,-3.807,0.000155,0.00471,172.343,203921,6,50
0.976,-2.501,0.00172,0,118.915,220667,6,54
0.944,-5.731,6.11e-06,0.482,124.029,261573,7,0
0.907,-4.641,0.00115,0,112.037,230933,7,63
0.891,-4.918,8.6e-05,0.000422,170.6,233333,7,57
0.937,-2.912,0.00324,0.000294,95.961,252933,15,7
0.718,-8.504,0.0888,0.0511,172.039,338000,6,53
0.997,-1.959,0.00067,3.07e-06,104.019,196587,6,38
0.91,-3.268,0.000198,0,162.253,177048,7,56
0.905,-5.721,1.88e-05,0.765,123.277,225307,26,68
0.9,-7.268,7.95e-05,0.000254,135.918,218240,7,54
0.848,-5.173,0.0106,0,140.055,259428,7,3
0.962,-3.408,0.00398,0,95.044,185697,7,0
0.979,-3.763,0.000128,0,102.993,167510,11,57
0.914,-4.147,0.011,6.09e-05,129.803,202762,7,49
0.777,-4.995,0.00941,0.000302,130.027,171810,7,51
0.943,-5.185,0.0138,0,163.128,265053,16,66
0.939,-3.001,0.00108,9.77e-05,98,274000,15,60
0.991,-3.126,1.15e-05,0.00412,185.364,191332,8,56
0.961,-3.154,0.000196,3.28e-06,91.676,200908,7,2
0.863,-7.037,4.34e-06,0.334,140.267,193427,31,54
0.946,-2.176,0.00113,0,168.987,194507,8,0
0.927,-5.869,1.2e-05,3.86e-05,131.003,197679,7,49
0.93,-4.16,4.9e-05,0.000569,179.99,239780,7,56
0.903,-4.49,0.00075,5.85e-06,109.118,263080,NA,63
0.969,-4.419,0.0014,1.32e-06,95.136,157333,24,74
0.738,-4.64,0.00138,0.0117,150.886,255806,7,0
0.99,-3.517,2.28e-05,0,135.053,213087,9,45
0.977,-4.198,4.99e-06,0.0213,134.996,182893,8,57
0.688,-6.136,0.0023,1.07e-05,107.989,239240,7,63
0.919,-7.291,0.0124,0.0601,166.367,229467,29,73
0.892,-4.807,0.00187,1.34e-06,137.35,245196,7,54
0.719,-5.575,0.0352,0,175.979,240973,7,30
0.87,-6.304,0.000134,0.000419,163.116,205757,7,44
0.737,-4.795,9.85e-05,0.0367,92,244347,8,56
0.972,-4.518,0.000188,0.0299,95.012,238491,8,44
0.879,-5.499,0.00696,6.81e-06,134.967,287935,7,0
0.988,-4.687,0.00413,0,161.952,296400,7,47
0.982,-1.962,3.65e-05,0.000244,155.049,198032,7,0
0.896,-5.819,0.000172,2.78e-06,184.981,285570,22,73
0.917,-4.654,0.000136,0,125.001,197390,7,29
0.957,-5.764,0.0129,7.06e-05,103.68,206200,25,69
0.873,-4.151,0.000264,0.0025,116.681,218933,23,78
0.946,-4.205,1.77e-05,0.0844,133.802,241147,8,52
0.937,-5.453,0.00243,0,157.044,256525,8,40
0.928,-2.402,4.28e-05,9.97e-05,184.052,228720,8,1
0.981,-4.572,4.1e-05,0.000674,165.027,303107,8,52
0.925,-5.888,7.73e-05,0,76.957,239253,8,54
0.819,-11.364,1.84e-05,0.000416,102.048,265907,34,3
0.857,-4.582,1.25e-05,0.0954,92.028,218560,13,60
0.942,-4.192,0.000771,0.00746,182.095,260867,8,30
0.951,-4.78,0.000648,0.00138,125.929,241773,13,32
0.886,-4.196,0.000595,9.84e-05,114.025,262440,16,6
0.927,-3.398,0.00345,0.00288,130.935,201960,NA,2
0.779,-6.323,0.0185,2.04e-06,86.573,313667,32,57
0.979,-2.929,7.04e-05,0,104.84,171107,21,61
0.885,-4.116,0.00117,0.000473,100.088,189293,17,37
0.97,-1.928,0.00618,0.000409,100.039,162640,17,38
0.987,-3.398,8.96e-06,0,103.98,203813,14,2
0.989,-1.909,0.00252,0.0032,135.093,283400,16,49
0.959,-4.257,6.13e-05,6.19e-06,153.925,176160,NA,48
0.957,-2.336,0.0431,0,134.992,178013,15,75
0.891,-4.062,0.00682,4.97e-06,170.019,183707,16,58
0.777,-4.809,0.00323,0,96.986,214400,20,71
0.714,-5.705,0.0381,0,88.449,325333,20,57
0.91,-3.879,0.0132,0,127.096,187360,19,0
0.859,-4.888,0.000599,0,120.059,246131,11,0
0.87,-2.785,0.0452,0,177.42,251947,13,45
0.833,-5.899,0.0116,0.000504,89.981,187347,NA,62
0.853,-3.668,0.000684,0,122.023,231400,18,72
0.884,-3.451,0.00177,0,97.48,189307,18,54
0.942,-3.171,0.000414,0.00214,103.064,169831,21,3
0.984,-3.847,0.00052,2.48e-06,104.345,165173,19,3
0.774,-3.622,0.000369,2.36e-06,164.008,179227,22,58
0.989,-2.257,3e-05,0,139.964,190587,10,35
0.969,-2.763,1.16e-05,0.106,101.055,204827,14,62
0.942,-5.19,0.00125,1.02e-06,91.302,317160,23,54
0.938,-4.726,0.0108,0,164.011,172173,10,30
0.935,-5.529,0.000143,0.0141,173.429,198493,23,64
0.92,-4.168,2.87e-05,0.00202,111.132,195653,13,61
0.888,-5.277,4.32e-05,0.00478,127.043,233680,24,0
0.93,-2.689,0.00137,0,154.95,149640,19,62
0.963,-3.457,0.000346,2.43e-06,90.022,199960,12,0
0.893,-3.792,0.000523,0,126.063,229862,9,50
0.836,-5.204,0.00109,0,169.171,208693,20,56
0.948,-3.892,0.0104,0,196.578,207587,18,69
0.962,-4.894,0.000213,2.31e-06,170.023,190133,16,60
0.909,-4.414,2.32e-06,0.758,105.007,295227,24,63
0.779,-8.312,0.00184,4.28e-05,99.093,201920,26,58
0.98,-0.866,0.037,5.17e-06,185.024,158427,20,54
0.844,-4.532,7.58e-05,0.00364,156.928,206178,8,31
0.996,-1.465,4.07e-05,0,105.01,209394,9,27
0.939,-3.143,0.00498,0,96.305,213880,20,45
0.924,-5.567,0.00156,1.15e-06,90.928,187240,18,53
0.951,-4.163,9.52e-05,0.000213,151.486,211293,8,0
0.872,-6.101,0.000129,0.000222,169.584,132660,8,0
0.949,-5.537,9.52e-06,0.0188,200.08,235155,8,13
0.909,-8.347,3.61e-05,0.597,130.345,157680,9,0
0.967,-4.334,0.00124,0,157.893,162107,21,1
0.963,-3.045,7.72e-05,0.0376,92.022,247278,8,39
0.981,-5.613,0.000839,8.02e-06,180.016,235000,10,40
0.939,-2.59,7.4e-05,0,130.019,218832,14,0
0.97,-4.867,5.92e-06,0.846,90.017,204324,8,25
0.932,-6.477,0.000191,0,169.885,256257,7,30
0.883,-5.603,0.000109,0.0188,114.963,185958,7,0
0.817,-4.637,0.000355,0.00318,115.047,198261,7,31
0.944,-4.058,0.0111,0.000155,109.041,232844,9,13
0.977,-3.162,0.00473,0,96.047,182120,19,55
0.794,-5.063,0.0193,0,135.959,269554,6,76
0.94,-3.969,0.000519,0,154.956,190452,8,59
0.964,-3.591,0.000295,2.73e-05,96.009,184977,9,54
0.908,-5.446,0.000209,2.69e-06,95.008,198947,13,45
0.843,-5.578,0.000417,0.125,85.993,225133,6,57
0.847,-3.057,0.00194,0.00553,103.963,130987,6,28
0.954,-3.255,0.00528,0,114.964,224087,13,63
0.811,-4.079,0.00105,2.08e-06,123.048,199200,18,65
0.87,-4.327,4.49e-05,0.000145,103.072,217720,6,55
0.635,-10.231,0.00459,0.176,108.431,266840,56,62
0.57,-11.438,0.36,0.0585,126.805,222773,53,0
0.796,-7.731,0.68,0,140.85,215800,53,0
0.951,-5.032,0.013,2.53e-05,165.971,156400,16,31
0.834,-7.645,3.58e-05,2.02e-06,97.996,270467,18,22
0.889,-5.301,0.0158,0.00131,117.581,236160,16,2
0.698,-6.037,0.0503,8.68e-05,108.873,240933,16,0
0.97,-7.596,0.000629,0.81,195.217,211507,18,12
0.8,-8.855,0.0145,0.104,95.894,302613,18,14
0.75,-7.659,0.198,0.00172,156.331,299227,16,0
0.668,-8.609,0.436,0.0875,118.039,309400,28,0
0.768,-6.847,0.185,1.53e-06,89.567,204773,28,0
0.787,-6.747,0.00287,2.97e-05,113.363,239667,16,8
0.537,-7.011,0.127,0.00123,139.601,145533,25,0
0.834,-5.617,0.0167,5.23e-05,133.713,215360,25,0
0.93,-5.583,0.0189,0.00675,99.641,291373,NA,12
0.856,-6.777,0.0238,0.0542,162.12,250973,42,8
0.933,-9.68,0.244,2.42e-05,134.201,212093,NA,0
0.934,-5.826,0.0201,3e-04,94.976,195960,17,0
0.954,-4.392,0.00027,0.00111,190.077,229867,15,0
0.887,-8.344,0.00392,0.000376,139.126,226973,47,3
0.95,-5.247,0.0182,0,138.324,158573,NA,31
0.91,-4.268,0.0566,2.35e-05,95.762,216733,NA,23
0.535,-12.657,0.404,0,113.481,236760,33,1
0.916,-5.031,0.00261,1.44e-06,85.076,292360,19,0
0.958,-4.63,0.00115,0.00635,133.022,235493,19,0
0.513,-14.531,0.0277,2.66e-06,80.966,198747,27,32
0.963,-4.168,0.00205,0,126.549,265653,27,36
0.794,-11.034,2.85e-05,0.075,182.921,246373,31,0
0.704,-11.585,0.229,1.27e-06,183.673,146000,58,0
0.917,-8.052,8.57e-05,0.5,117.564,252920,18,2
0.886,-7.712,0.00849,0.0986,127.367,292427,18,1
0.751,-9.438,0.00923,0.000205,73.285,204867,NA,1
0.76,-10.163,0.000509,0.0075,172.757,263187,17,0
0.941,-5.118,0.0109,2.4e-06,127.96,247600,NA,0
0.841,-4.883,0.0102,3.65e-06,95.068,205307,17,21
0.725,-12.145,0.439,0.0261,131.641,255707,30,0
0.613,-9.513,0.234,5.34e-06,132.353,195227,17,42
0.93,-5.55,0.0943,0.285,119.373,271133,NA,0
0.829,-8.296,0.0142,0.198,155.707,189627,NA,0
0.631,-11.092,0.0635,0.0019,128.283,273840,16,0
0.977,-3.409,2.55e-05,0.0553,106.911,212040,19,63
0.887,-5.086,0.000376,0.0518,118.035,304880,11,49
0.995,-3.892,7.27e-06,0.00198,150.04,208440,13,40
0.991,-2.101,0.000157,1.29e-06,197.973,257836,9,53
0.965,-4.578,0.000143,0,148.012,223766,11,55
0.969,-2.938,8.51e-05,0.0114,173.878,245227,19,72
0.958,-3.382,0.00183,0.00116,76.997,247388,11,60
0.967,-2.602,0.000213,1.18e-06,170.128,252003,9,65
0.978,-4.294,8.93e-05,0,135.989,182316,11,51
0.92,-4.479,2.86e-05,0,167.169,246040,22,67
0.964,-4.157,0.000599,1.14e-05,155.017,206903,9,65
0.982,-3.026,0.000237,0.000294,143.772,252613,NA,76
0.932,-4.592,0.00721,0,149.992,271000,11,67
0.677,-4.172,0.000658,0.000146,75.052,199773,19,71
0.824,-4.07,0.00943,0,161.974,278813,13,43
0.981,-2.688,0.00662,0,101.423,255467,20,75
0.986,-4.483,9.63e-05,4.9e-06,76.473,178100,9,56
0.967,-2.543,0.00791,0,142.018,186813,15,72
0.97,-4.538,1.29e-05,2.62e-06,75.106,200147,10,67
0.966,-2.966,0.00349,0.000198,178.105,224597,9,67
0.704,-8.008,0.000155,0.00221,118.242,315120,33,72
0.769,-7.036,0.00014,0.00124,104.102,270920,25,69
0.94,-4.237,0.00919,0,79.727,205653,9,66
0.97,-2.333,2.87e-05,0,74.995,215872,9,55
0.912,-3.433,3.45e-05,0.00264,171.931,239293,9,58
0.973,-2.152,0.000145,0.0567,116.025,237347,9,55
0.892,-6.431,0.00267,7.92e-06,151.914,239451,9,46
0.95,-4.601,4.23e-05,0.00469,134.035,297382,12,53
0.826,-5.085,0.000224,0.000944,106.606,282093,26,64
0.988,-2.555,0.000108,0.309,139.941,229840,12,68
0.97,-4.815,2.56e-05,0,111.832,221301,7,33
0.953,-2.686,1.5e-05,0.00109,153.955,249467,7,59
0.97,-3.783,0.000113,4.17e-05,103.89,191373,21,55
0.888,-3.72,0.000455,0,144.111,191520,9,68
0.877,-4.05,0.0095,0.000171,117.106,241849,13,0
0.804,-4.063,0.00142,3.59e-06,101.005,243120,10,49
0.931,-3.425,0.0015,0.000142,112.548,242280,17,70
0.972,-2.642,0.00285,0,128.092,213576,11,64
0.876,-4.555,0.000133,1.97e-05,92.043,204547,13,31
0.823,-4.606,0.00187,0,129.969,170427,13,54
0.741,-3.389,0.0411,6.16e-06,100.003,196800,7,48
0.886,-5.079,0.000783,4.04e-05,196.052,228867,9,2
0.812,-4.193,0.0171,0.143,99.935,273067,20,59
0.881,-3.671,0.000121,0,99.973,178560,13,27
0.928,-3.133,0.000706,0.000637,129.188,153600,19,70
0.955,-2.323,0.00116,0,170.033,230427,18,66
0.873,-3.668,0.00105,0,198.387,186373,18,65
0.988,-3.229,3.17e-05,0.00432,124.041,263587,9,59
0.911,-3.775,0.00554,0,137.011,186147,10,63
0.779,-6.483,0.000419,5.15e-05,106.024,275213,7,65
0.932,-4.908,0.0187,4.77e-05,87.9,230667,18,0
0.949,-2.713,0.00293,0,148.967,188607,12,51
0.652,-6.196,0.00768,6.42e-05,173.009,288036,NA,70
0.989,-3.779,7.55e-05,0,95.008,198040,12,0
0.859,-5.155,3.21e-05,0.000202,95.778,235667,15,47
0.878,-4.431,0.00229,0.000282,104.026,231667,13,63
0.958,-2.683,0.0603,4.68e-06,163.089,206200,24,53
0.975,-4.372,0.000223,2.28e-06,100.014,219720,NA,51
0.842,-6.644,0.000111,0.803,113.329,246000,22,63
0.941,-5.78,4.53e-06,0.83,99.994,270587,13,0
0.923,-4.235,0.00107,0.0163,81.058,235600,24,10
0.883,-5.648,0.00339,0,158.102,191987,16,36
0.954,-2.264,0.00011,0,144.001,196875,5,33
0.974,-4.096,0.00366,0,131.333,115000,5,30
0.28,-15.532,0.865,0.0015,130.029,186000,5,9
0.955,-3.945,6.19e-05,0.00114,90.031,213830,5,50
0.849,-4.973,0.000188,0.000636,83.653,187202,6,38
0.803,-6.233,0.00719,0,87.996,135115,5,46
0.969,-3.033,0.000109,0.000128,100.04,217350,5,38
0.936,-4.115,0.605,0,99.969,157370,6,40
0.983,-4.756,9.43e-05,5.53e-06,102.953,238835,5,43
0.903,-8.849,1.22e-05,0.0172,119.996,256000,5,26
0.961,-6.525,9.12e-05,4.08e-06,168.076,191250,5,45
0.847,-3.644,0.000858,1.28e-05,128.057,213281,5,38
0.941,-5.372,0.000254,0.0675,159.969,217500,5,40
0.923,-3.912,2.95e-05,0.00304,95.004,252409,5,33
0.871,-4.212,0.0267,3.84e-06,139.964,169955,6,37
0.658,-8.164,0.167,0,150.029,134400,5,33
0.992,-1.77,0.00886,0.293,129.991,214384,5,39
0.963,-2.77,0.000418,9.53e-05,94.999,178105,7,37
0.747,-5.115,0.272,0.00135,96.979,191862,9,21
0.92,-3.975,0.00132,0,140.059,224207,9,19
0.386,-14.395,0.274,0.828,105.752,265695,6,24
0.972,-3.486,0.00312,0.0016,160.012,241198,5,28
0.925,-5.802,2.16e-06,0.000953,99.982,217200,5,28
0.91,-3.154,6.88e-05,2.97e-05,146.075,227663,5,34
0.756,-5.258,0.00117,0.00813,134.917,196572,5,25
