"energy","loudness","acousticness","instrumentalness","tempo","duration_ms","track_age","track_popularity"
0.698,-4.718,0.195,0,125.004,220253,12,53
0.96,-2.772,0.0663,0.0424,169.991,151893,12,39
0.782,-7.407,0.0368,0,128.01,180827,14,50
0.496,-6.049,0.46,0,113.072,186893,15,67
0.904,-3.316,0.0747,6.62e-06,135.008,236400,17,58
0.88,-5.061,0.00317,0,104.111,217240,18,60
0.898,-5.85,0.0971,0,140.117,125493,18,34
0.945,-3.969,0.00436,1.41e-06,160.792,178560,18,52
0.761,-5.185,0.233,0,131.996,180693,18,58
0.611,-5.312,0.0892,0,129.385,178200,15,53
0.969,-3.752,0.203,6.8e-05,107.036,187333,11,37
0.733,-7.384,0.327,0,103.969,193751,10,58
0.782,-4.789,0.375,0,79.427,184227,10,71
0.771,-6.162,0.0735,0,159.973,224333,14,58
0.805,-5.507,0.0523,8e-05,114.996,179040,14,30
0.853,-5.069,0.000778,0,125.007,217347,13,21
0.871,-4.689,0.000753,0.00649,124.05,186101,7,53
0.786,-7.87,0.000757,0,114.95,183467,15,43
0.891,-4.964,0.0148,0.102,105.007,185333,15,32
0.662,-4.688,0.355,0,119.913,190200,15,27
0.889,-3.641,0.0192,0,131.936,231293,12,39
0.882,-4.436,0.0216,0.503,129.94,192800,12,59
0.935,-3.869,0.00431,0,127.967,181693,12,46
0.6,-5.652,0.271,0,152.062,229813,10,64
0.888,-2.931,0.0273,0,121.05,197587,14,57
0.751,-4.484,0.0113,0,128.017,202640,9,61
0.862,-4.612,0.0525,0,95.051,206200,NA,76
0.757,-5.177,0.0206,0,102.88,266600,13,75
0.821,-3.435,0.0558,0,92.997,219547,13,72
0.76,-3.173,0.00223,0,129.996,179640,17,69
0.918,-4.63,0.000417,0,130.028,216160,13,70
0.789,-4.874,0.053,0,83.066,227373,11,70
0.793,-2.266,0.0488,0,127.96,199680,12,64
0.832,-3.944,0.0293,3.6e-06,175.015,223053,14,70
0.842,-4.041,0.00448,2.93e-05,100.035,234880,14,49
0.863,-3.689,0.015,0,106.008,185587,12,59
0.857,-5.892,0.13,0.00171,130.048,251440,16,68
0.703,-4.884,0.563,0,81.897,217307,11,68
0.642,-8.398,0.0176,1.15e-06,125.999,225306,11,38
0.744,-5.803,0.0547,0,120.065,202480,8,65
0.464,-6.864,0.0933,0,171.043,235600,11,69
0.588,-7.015,0.141,6.35e-06,186.005,230453,8,84
0.676,-5.911,0.00957,2.65e-05,85.984,193147,12,74
0.269,-7.201,0.983,1.96e-06,126.372,135714,8,66
0.733,-5.475,0.0355,0,97.971,284387,10,75
0.822,-4.662,0.219,0,160.019,232720,11,79
0.546,-5.26,0.168,0,172.32,206173,15,55
0.873,-3.382,0.0807,0,139.691,229467,13,72
0.597,-6.633,0.27,0,95.012,253520,7,64
0.754,-6.031,0.135,0,147.89,201693,12,77
0.653,-6.582,0.575,0,73.884,288333,22,74
0.784,-7.457,0.000157,3.6e-05,100.019,203344,NA,53
0.627,-5.018,0.076,0.000616,130.011,195853,14,72
0.733,-6.009,0.0152,4.31e-05,127.056,237120,15,63
0.915,-4.89,0.0846,0,88.917,198773,15,75
0.738,-5.579,0.141,0.00243,130.008,162387,17,50
0.822,-5.441,0.00616,1.79e-06,126.035,223800,12,57
0.873,-4.343,0.0653,0,84.803,202533,12,78
0.922,-4.457,0.0291,0,146.078,258343,12,83
0.865,-2.441,0.00889,1.27e-06,128.017,218000,15,60
0.526,-6.985,0.0619,0,94.992,235613,12,71
0.945,-4.056,0.0351,0,127.949,222058,13,54
0.685,-6.849,0.019,8.96e-05,130.033,283400,12,73
0.753,-4.206,0.175,2.47e-06,98.016,243480,8,34
0.63,-5.784,0.0485,0.000294,150.023,227480,10,60
0.916,-2.221,0.35,6.17e-06,110.007,199853,20,69
0.805,-4.887,0.134,0.000139,120.022,223493,14,57
0.672,-6.524,0.0186,0,111.996,251467,9,77
0.937,-5.746,0.0208,0,103.976,224653,12,76
0.797,-4.787,0.198,0,177.928,229360,6,79
0.486,-9.247,0.421,1.08e-06,130.047,250000,15,16
0.546,-7.506,0.232,0,120.975,231540,11,46
0.867,-4.292,0.107,0,128.008,213708,11,65
0.734,-5.294,0.0485,0,107.987,225080,14,67
0.56,-9.049,0.498,0,161.994,182947,14,84
0.851,-6.238,0.0964,0.003,78.068,170067,9,68
0.785,-4.802,0.0738,0,173.968,210840,12,74
0.841,-3.956,7.95e-05,0,132.032,220227,NA,55
0.739,-5.354,0.00206,0.0603,130.999,188960,NA,68
0.795,-3.731,0.119,0,190.097,186107,5,84
0.736,-5.84,0.0513,0,159.174,226160,9,79
0.772,-4.821,0.00487,6.6e-06,179.984,223546,12,77
0.589,-5.093,0.0812,0,146.928,205593,9,65
0.843,-5.413,0.0151,0,109.012,220733,14,80
0.804,-2.513,0.0192,0,122.973,239987,15,69
0.445,-6.061,0.474,0,78.998,281560,NA,67
0.71,-4.92,0.00125,0,91.972,225147,13,66
0.711,-5.507,0.0444,0,144.036,221253,15,66
0.71,-3.614,0.0132,0,93.007,222187,9,69
0.68,-5.508,0.00906,0,114.025,207719,10,76
0.769,-5.526,0.112,0,107.939,213520,9,80
0.683,-5.693,0.522,0,171.86,232000,17,68
0.709,-5.006,0.0048,0,122.019,202960,14,76
0.791,-4.699,0.0183,0,105.018,250373,21,79
0.861,-4.339,0.269,5.11e-06,126.991,200013,15,71
0.869,-3.911,0.0283,0,127.966,234560,14,72
0.695,-4.493,0.0108,0,65.997,212107,16,76
0.713,-3.742,0.0163,0,130.012,192573,16,68
0.87,-4.2,0.267,0,138.003,240747,17,66
0.877,-3.208,0.294,0,82.324,227027,12,67
0.889,-4.166,0.00564,0,138.021,192440,14,61
0.795,-4.761,0.0431,0,89.509,201133,12,46
0.807,-4.301,0.0584,0,87.183,217440,21,54
0.8,-6.945,0.21,0.000123,175.815,217573,NA,71
0.828,-4.696,0.0136,0.000255,96.952,214827,23,64
0.798,-4.582,0.0162,2.34e-06,120.011,227741,15,64
0.637,-3.493,0.00516,2.5e-06,119.988,272080,20,66
0.954,-3.462,0.0296,0,114,175093,16,71
0.904,-3.267,0.00108,0,128.931,192533,NA,66
0.709,-6.205,0.0966,0,114.966,188000,NA,53
0.753,-4.296,0.0279,0.00227,117.148,211773,21,53
0.759,-4.849,0.0273,0,80.958,208360,22,55
0.828,-5.22,0.00103,0.00839,129.989,209093,21,42
0.817,-4.9,0.00987,0.00167,119.95,204760,14,71
0.733,-4.569,0.00462,0,140.004,208493,19,69
0.832,-4.862,0.236,1.12e-05,107.661,196160,23,71
0.582,-8.305,0.218,0,114.926,230000,NA,70
0.857,-5.85,0.0045,1.93e-06,106.965,201960,6,68
0.662,-10.177,0.09,0.527,126.983,249449,5,32
0.807,-3.714,0.0714,0.28,103.038,229640,17,77
0.788,-5.752,0.00339,7.3e-05,105.023,246857,5,41
0.681,-6.677,0.0265,0.000168,100.003,247200,6,38
0.564,-11.09,0.0745,0.00106,79.974,237875,5,26
0.757,-7.98,0.00507,0.948,116.016,231207,5,39
0.811,-5.07,0.0476,0.000168,120.477,266533,6,56
0.799,-5.263,0.0444,0.00257,116.978,221538,7,32
0.719,-7.336,0.266,1.51e-06,115.964,304138,5,12
0.511,-9.637,0.12,0.00769,124.996,163240,6,34
0.756,-7.305,0.485,0.113,116.983,223590,5,45
0.346,-15.006,0.519,0.00235,126.967,202613,5,20
0.885,-5.045,0.00221,0.704,115.007,204522,5,34
0.607,-7.003,0.122,0.0538,95.986,190427,5,23
0.753,-6.725,5.81e-05,1.7e-06,120.038,197293,5,25
0.824,-7.498,0.00118,0.0438,92.513,199621,5,39
0.749,-4.867,0.445,0.309,112.492,259124,5,34
0.592,-7.259,0.35,0.655,124.973,208748,7,0
0.702,-6.09,0.0477,4.58e-05,102.043,182951,6,38
0.63,-10.699,0.175,0.00174,80.984,269152,5,12
0.633,-7.211,0.00885,3.66e-06,162.063,242426,5,18
0.776,-6.555,0.00157,0.111,119.98,210000,7,36
0.668,-5.204,0.0634,2.15e-05,143.92,246930,5,24
0.871,-5.796,0.159,0.00073,125.994,197634,5,41
0.78,-5.25,0.00128,0.00162,105.969,252838,7,36
0.631,-7.17,0.00161,0.00978,117.067,203077,5,37
0.535,-7.307,0.194,0.00228,112.966,220277,6,23
0.753,-9.153,0.0321,1e-06,105.016,233813,7,0
0.625,-6.234,0.00164,0.897,123.069,187317,7,37
0.84,-6.674,0.201,0.00056,102.031,166478,6,38
0.742,-5.125,0.126,0,94.785,200627,7,36
0.79,-5.384,0.23,0,107.006,217570,7,33
0.613,-7.286,0.0592,0.0563,120,273801,5,23
0.906,-4.854,0.347,0.663,150.109,184756,5,19
0.913,-6.517,0.0288,0.67,105.009,283007,8,0
0.754,-8.905,0.000742,0.299,123.989,227306,5,44
0.431,-10.419,0.0799,0.0062,88.874,210571,5,18
0.539,-8.294,0.00735,0.453,93.971,209714,6,42
0.725,-7.247,0.00411,0.0202,114.96,215102,5,20
0.679,-6.328,0.00199,0.48,104.981,153714,6,46
0.682,-6.34,0.0573,0,108.941,182053,5,33
0.847,-4,0.00523,0.00484,149.959,277110,6,20
0.756,-6.742,0.218,2.88e-05,103.066,209166,8,29
0.877,-5.824,0.000253,0.00909,125.998,161280,5,18
0.46,-10.276,0.363,3.81e-05,134.006,206375,5,47
0.877,-3.782,0.0375,0.000833,107.991,166138,9,8
0.619,-5.886,0.00784,0.00423,103.989,173987,9,20
0.884,-5.488,0.00795,5.87e-05,120.012,217907,9,63
0.713,-4.753,0.217,3.3e-06,137.957,248156,8,10
0.615,-4.238,0.378,0,99.989,181880,8,77
0.805,-4.119,0.00711,0.00193,126.008,227074,10,74
0.451,-8.374,0.0631,1.3e-05,117.973,245200,8,22
0.566,-7.017,0.0843,0,113.025,242519,10,6
0.891,-2.824,0.0437,0,102.002,221176,8,16
0.627,-6.142,0.356,0,100.054,214480,8,11
0.936,-2.961,0.00497,0.0138,91.009,221987,8,67
0.846,-2.876,0.00537,6.62e-06,129.998,239999,10,7
0.592,-7.245,0.197,0,90.066,193511,8,69
0.955,-1.586,0.0515,1.13e-06,104.709,194400,9,0
0.877,-4.547,0.0185,0,179.965,191213,8,0
0.887,-4.749,0.0504,4.76e-06,97.99,191812,8,62
0.815,-4.328,0.229,0,88.931,228827,8,24
0.872,-5.404,0.0213,0,150.104,206373,13,65
0.73,-4.001,0.0571,0,99.986,223190,8,10
0.814,-4.414,0.132,9.64e-06,119.041,225850,8,4
0.575,-6.478,0.0225,1.81e-06,90.037,183414,9,73
0.791,-5.194,0.023,0,95.04,210573,9,66
0.607,-6.333,0.0125,1.52e-06,176.112,189333,9,61
0.929,-3.194,0.186,0.000405,97.019,161200,8,70
0.743,-3.602,0.105,2.12e-06,108.005,203180,8,7
0.65,-5.827,0.219,0,144.937,194897,8,71
0.778,-5.208,0.00638,0,168.073,225520,8,65
0.533,-6.596,0.119,0,99.968,220781,8,78
0.881,-5.851,0.0585,0.714,126.035,199904,14,22
0.701,-4.902,0.108,0,100.012,228300,7,63
0.745,-4.103,0.0161,0,104.941,220573,9,9
0.648,-7.805,0.0573,3.49e-05,117.983,263373,9,12
0.725,-5.346,0.0141,2.46e-06,196.093,247267,10,9
0.722,-3.769,0.0544,0,103.885,195858,8,47
0.847,-3.713,0.355,0.000144,104.013,209425,9,5
0.823,-4.123,0.213,0,128.035,227267,10,74
0.924,-2.842,0.000972,0.00703,127.937,206413,12,75
0.608,-5.222,0.0767,2.92e-06,110.001,199849,7,16
0.801,-4.962,0.0893,4.05e-05,203.681,212815,7,6
0.746,-4.473,0.00279,0.000109,199.767,206400,9,45
0.706,-4.798,0.0208,1.83e-06,99.635,215560,8,0
0.86,-5.324,0.0991,0,127.075,232947,12,76
0.783,-3.896,0.0346,0.0186,127.041,184573,15,65
0.785,-5.414,0.0561,0,160.02,219200,10,18
0.765,-4.092,0.534,0,104.987,198286,7,9
0.698,-4.165,0.049,0,143.994,233478,12,78
0.766,-4.943,0.028,1.68e-06,144.833,246761,8,6
0.813,-5.744,0.0138,9.03e-06,126.044,214912,12,11
0.739,-4.72,0.216,0,104.884,231383,7,3
0.735,-4.725,0.0265,2.19e-05,100.001,204655,7,0
0.578,-5.913,0.0553,0,69.399,239760,8,51
0.815,-5.098,0.0185,0,123.063,219043,9,76
0.669,-7.946,0.00545,0.00138,100.052,198853,10,56
0.856,-3.556,0.0211,0.0178,127.949,222533,10,79
0.781,-4.038,0.041,4.21e-06,139.432,250286,10,76
0.604,-5.084,0.0889,0,126.135,190643,7,7
0.891,-4.995,0.0239,0,128.006,226120,11,19
0.869,-3.697,0.0525,0.00719,108.061,193333,9,64
0.616,-6.246,0.38,1.57e-05,91.921,216848,6,50
0.651,-5.304,0.0651,0,105.159,199227,6,22
0.779,-3.288,0.063,2.81e-05,116.003,184172,7,55
0.855,-4.091,0.0522,0,115.038,165749,6,0
0.656,-5.413,0.0211,1.37e-05,100.049,198160,6,78
0.778,-4.914,0.0763,0,100.039,181295,6,46
0.68,-7.648,0.555,0,89.391,173800,6,84
0.562,-6.207,0.562,0,98.044,200730,6,42
0.758,-5.029,0.0969,0,144.111,182623,6,82
0.675,-12.159,0.0863,0.00133,101.004,202093,NA,20
0.539,-7.399,0.163,2.1e-06,99.947,149520,6,44
0.689,-4.946,0.0305,0,110.06,154877,6,58
0.694,-7.363,0.579,0,103.031,208967,6,6
0.699,-5.982,0.488,3.6e-06,104.941,180120,6,74
0.637,-6.993,0.0722,0,177.913,260773,6,13
0.689,-5.715,0.167,0.453,102.021,178427,6,17
0.742,-4.198,0.0176,0.000102,122.052,193399,6,4
0.576,-5.812,0.217,2.85e-06,121.915,218306,6,61
0.714,-6.138,0.225,3.79e-06,102.046,189973,6,71
0.602,-7.909,0.0376,4.77e-06,155.038,176056,6,51
0.729,-5.859,0.144,3.86e-06,75.029,215080,6,53
0.531,-4.328,0.215,0,164.848,214227,6,72
0.666,-5.441,0.583,3.85e-06,159.983,147021,7,69
0.71,-6.291,0.0287,0,119.945,216789,6,63
0.6,-7.75,0.374,0.0248,85.959,194733,6,3
0.699,-5.89,0.031,0,105.05,178286,6,12
0.703,-4.93,0.032,1.14e-05,101.984,223000,6,46
0.672,-3.469,0.192,5.13e-05,165.075,162538,6,53
0.501,-8.001,0.286,0,93.82,192766,6,49
0.821,-6.54,0.00579,0.000275,188.098,182075,6,70
0.685,-4.828,0.0257,0,76.986,199600,6,72
0.832,-7.082,0.000165,0.0402,118.005,199322,6,36
0.763,-6.66,0.0421,0,99.953,161400,6,60
0.639,-6.897,0.107,0.000657,90.027,189493,6,65
0.733,-7.058,0.176,0,102.211,162583,6,83
0.674,-7.388,0.0735,0.06,90.009,324467,6,79
0.768,-7.773,0.0266,1.26e-05,125.023,186240,6,65
0.725,-5.131,0.367,0,146.163,201788,6,13
0.767,-4.101,0.12,0,125.506,219451,6,60
0.723,-4.095,0.282,0.000371,104.991,194286,6,61
0.754,-3.739,0.00271,0,148.013,210928,6,59
0.881,-4.688,0.111,0,128.926,217250,6,51
0.691,-4.671,0.0159,1.87e-06,118.018,203000,6,49
0.932,-4.876,0.0363,0,144.039,180333,6,67
0.555,-4.689,0.0345,0.000157,91.997,222320,6,71
0.797,-4.237,0.0434,0.00363,167.952,177102,6,46
0.717,-4.722,0.346,0,100.027,180000,6,81
0.784,-4.653,0.323,0,106.066,194408,7,76
0.742,-4.586,0.0227,1.39e-06,124.016,189000,6,71
0.533,-5.439,0.147,0,91.995,179747,6,59
0.611,-7.844,0.244,3.97e-06,68.443,188280,6,38
0.611,-5.448,0.0292,0,105.052,176944,7,54
0.633,-6.331,0.00438,0,120.031,231360,14,44
0.899,-4.029,0.0437,0,112.041,184552,6,2
0.572,-6.703,0.455,2.41e-06,92.859,183428,6,24
0.894,-2.673,0.0951,0,162.193,258760,15,72
0.602,-4.89,0.000837,0,168.154,148460,6,70
0.643,-6.476,0.0826,0,89.99,166116,7,28
0.478,-5.702,0.649,0,88.979,190027,6,11
0.637,-6.381,0.669,0,147.924,274693,6,21
0.507,-8.282,0.704,3.14e-05,143.96,158587,6,72
0.729,-5.712,0.0681,0,91.906,236880,6,67
0.824,-2.453,0.0506,7.92e-06,116.978,194872,6,60
0.87,-4.811,0.0164,0,172.047,224213,15,24
0.851,-4.005,0.000923,0,124.952,211427,12,0
0.532,-8.994,0.0145,1.04e-05,106.712,172687,6,0
0.713,-3.949,0.0853,0,121.028,226720,NA,8
0.915,-3.261,0.000752,0.0133,127.984,215307,9,2
0.697,-8.618,0.0193,0,122.752,320357,24,74
0.327,-8.029,0.571,0.0479,74.931,129600,8,13
0.563,-8.053,0.621,0,100.017,217707,9,79
0.687,-3.18,0.101,0,94.059,272533,22,20
0.915,-3.456,0.0022,5.81e-05,110.169,207273,9,68
0.877,-3.782,0.0375,0.000833,107.985,166138,9,52
0.692,-5.825,0.00451,0,102.42,228361,9,1
0.916,-4.014,0.0282,0.00762,126.01,189127,9,72
0.396,-9.348,0.0841,3.58e-05,90.024,195920,9,81
0.701,-5.921,0.0114,0,162.958,215414,9,70
0.786,-4.378,0.255,0,169.021,243491,8,77
0.777,-7.076,0.436,0.0716,119.996,190999,10,15
0.827,-4.036,0.000704,0.00534,145.889,190186,10,68
0.705,-5.137,0.0128,0,136.024,213507,10,71
0.759,-4.115,0.0196,6.53e-06,108.026,269147,12,2
0.747,-4.838,0.417,9.76e-06,92.161,203641,10,66
0.931,-3.15,0.00937,0,153.649,213067,20,12
0.524,-8.39,0.0415,3.16e-06,164.023,223080,8,71
0.857,-2.634,0.0841,7.82e-06,129.973,222500,12,67
0.717,-2.893,0.137,4.11e-06,129.867,235385,10,43
0.972,-3.927,0.00125,0.0186,127.966,170625,10,65
0.792,-4.043,0.121,0,97.479,206327,10,4
0.699,-5.211,0.0726,1.38e-06,122.987,214789,10,66
0.802,-5.797,0.0921,0,124.043,229360,10,77
0.939,-2.06,0.0463,1.1e-06,127.946,209533,12,55
0.772,-4.359,0.0597,0.0333,192.118,191412,10,60
0.73,-4.091,0.24,0,85.979,192560,10,71
0.876,-3.078,0.055,0,129.884,194840,12,69
0.843,-4.991,0.0487,0,128.63,203105,9,60
0.631,-4.213,0.102,7.39e-06,104.999,216575,9,13
0.606,-6.646,0.247,0,189.857,252534,9,77
0.587,-6.983,0.453,0,113.901,212424,9,22
0.616,-5.281,0.417,0,110.015,190453,9,63
0.736,-7.948,0.0444,0.000137,103.027,239465,9,62
0.849,-3.516,0.00868,4.68e-06,102.034,212647,9,71
0.809,-3.081,0.00346,0.00123,98.007,176561,10,13
0.811,-4.804,0.0573,1.57e-05,159.929,253093,10,71
0.923,-5.581,0.0818,4.63e-06,99.252,189840,12,19
0.705,-6.666,0.258,5.93e-06,154.911,213445,9,64
0.795,-6.17,0.0297,0.0391,120.008,210853,15,9
0.268,-5.65,0.868,0,205.903,188238,10,21
0.933,-5.38,0.0908,8.53e-05,122.959,236200,10,65
0.888,-6.327,0.0196,0.183,101.989,244979,10,1
0.916,-4.304,0.00184,0.000912,127.008,254126,10,0
0.891,-5.877,0.00329,0.0102,109.017,285512,10,0
0.76,-5.013,0.00923,0.000174,113.008,234027,7,37
0.758,-6.458,0.133,0.000929,116.985,272227,14,0
0.777,-6.69,0.0293,0.00143,105.009,292800,14,0
0.892,-3.793,0.0337,0,102.993,207520,10,0
0.824,-4.887,0.0259,2.74e-05,101,218600,7,40
0.811,-5.411,0.125,0.00728,122.967,224133,7,35
0.75,-5.608,0.0496,0.00894,118.009,223027,18,0
0.644,-7.652,0.375,0.0286,180.05,264507,18,0
0.836,-5.28,0.009,0.014,112.016,225493,14,0
0.913,-3.399,0.00673,6.14e-06,134.981,208283,10,0
0.789,-7.744,0.00315,0.273,127.013,222227,14,0
0.892,-5.601,0.00135,0.000274,128.99,273522,10,0
0.536,-10.136,0.504,0.259,86.591,326707,18,0
0.605,-6.213,0.0497,2.01e-05,167.994,226133,7,31
0.901,-4.899,0.00563,0.00565,127.011,300582,10,0
0.596,-6.991,0.0168,0.801,125.038,238840,7,27
0.812,-4.355,0.404,6e-04,113.999,227600,7,26
0.643,-6.905,0.223,5.19e-06,79.508,224040,7,26
0.837,-4.08,0.0025,5.02e-05,193.964,239960,7,26
0.68,-7.226,0.0358,0.000194,113.977,248960,14,0
0.461,-11.589,0.705,0.796,83.573,214254,18,0
0.628,-5.643,0.358,0.000204,80.012,220499,10,0
0.653,-7.016,8.48e-05,0.00206,167.977,244374,18,0
0.921,-5.859,0.0133,0.163,120.025,209773,14,0
0.714,-5.089,0.0141,7.35e-05,93.987,220693,7,26
0.803,-9.733,0.178,0.00194,122.002,290481,18,0
0.971,-4.052,0.016,0.000874,131.973,289151,10,0
0.842,-8.434,0.00723,0.0476,104.014,267801,18,0
0.758,-4.869,0.0927,0.00209,164.012,207965,10,0
0.231,-11.615,0.662,8.96e-06,139.238,238253,7,25
0.59,-7.95,0.195,0,144.035,243253,14,0
0.542,-8.915,0.661,0.0133,138.027,192613,14,0
0.516,-9.767,0.0217,0.000554,94.025,149253,8,19
0.571,-6.847,0.182,0.00345,120.003,274200,17,23
0.615,-6.325,0.208,0.0107,93.003,200520,14,0
0.828,-8.889,0.000113,0.0756,169.992,282401,10,33
0.783,-6.927,0.0657,3.06e-05,122.967,253175,9,31
0.356,-11.41,0.399,0.138,147.052,270681,18,0
0.57,-8.018,0.462,0.356,114.951,209565,8,0
0.876,-7.275,0.00107,0.00248,110.011,248840,7,0
0.373,-10.503,0.477,0,127.522,244946,14,18
0.405,-16.239,0.92,0.618,75.041,257254,11,0
0.692,-9.193,0.00459,0.18,133.973,216293,11,17
0.663,-7.436,0.209,0.00501,140.024,206686,13,28
0.854,-6.972,0.000348,0.261,122.977,273995,14,5
0.752,-7.853,0.103,0.197,127.003,282950,7,18
0.525,-7.556,0.669,0.439,90.853,238907,7,72
0.877,-3.782,0.0375,0.000833,107.991,166138,9,68
0.541,-5.597,0.415,0,94.962,245507,8,62
0.822,-7.201,0.0745,0.00943,130.138,239560,28,56
0.875,-0.755,0.0665,0,113.707,246447,11,51
0.536,-6.735,0.113,0,100.027,220773,7,9
0.869,-4.881,0.216,0.143,125.991,163929,7,32
0.957,-3.051,0.0132,3.01e-05,150.085,196010,9,34
0.905,-4.065,0.0327,1.69e-05,99.059,185915,6,54
0.69,-4.559,0.202,3.27e-06,100.002,170562,7,60
0.486,-7.803,0.0158,3.78e-06,125.01,200080,10,74
0.792,-3.755,0.726,5.83e-06,118.05,215507,12,71
0.861,-4.1,0.39,0,117.965,196613,6,76
0.667,-5.445,0.0575,0,112.956,223504,8,73
0.717,-4.759,0.0927,3.59e-05,121.985,195547,8,78
0.957,-4.8,0.00152,0.884,127.991,287184,NA,41
0.668,-4.284,0.0552,0,80.924,288600,7,76
0.876,-3.374,0.0735,0,99.943,170827,8,80
0.463,-7.603,0.546,0.00289,121.999,194840,NA,75
0.848,-6.175,0.033,7.45e-05,172.247,205200,17,71
0.626,-5.76,0.216,0.00614,132.01,260000,10,55
0.875,-1.962,0.237,0.385,127.992,244692,8,53
0.724,-5.842,0.00499,0.000193,148.024,263716,11,58
0.798,-5.092,0.0736,0,92.943,185360,8,69
0.692,-4.586,0.192,1.51e-06,89.998,203400,7,16
0.819,-3.306,0.191,0,90.004,184248,7,66
0.696,-4.742,0.285,0,174.141,207069,9,71
0.921,-3.174,0.00118,0.00817,174.986,197486,10,65
0.796,-5.225,0.0749,0.0105,139.941,189973,9,66
0.586,-8.821,0.097,0.00272,90,194080,8,70
0.774,-3.167,0.0992,0,102.924,162425,9,66
0.714,-3.776,0.025,0.0153,98.23,172413,9,64
0.52,-7.985,0.435,0,149.119,183637,7,72
0.756,-5.119,0.131,0,104.945,228293,14,75
0.693,-7.265,0.584,9.58e-05,139.912,216420,7,76
0.898,-4.942,0.152,0,126.05,240893,11,1
0.738,-3.017,0.0524,3.01e-05,125.928,235853,14,8
0.765,-3.865,0.063,7.04e-06,99.987,224573,10,74
0.764,-6.223,0.0717,0,148.021,224693,16,76
0.518,-7.289,0.00913,0.00016,106.964,200590,8,54
0.712,-5.747,0.186,0,99.831,183229,8,8
0.634,-5.024,0.232,0,102.013,210091,8,17
0.718,-4.956,0.0602,0,100.152,223863,7,27
0.915,-3.405,0.129,0.000914,126.094,184280,10,72
0.722,-5.126,0.0397,7.69e-06,127.936,199512,8,43
0.817,-4.442,0.0195,2.45e-05,109.999,188652,7,46
0.794,-5.644,0.000761,0.132,128.041,228565,9,24
0.766,-4.485,0.025,0.00138,127.986,215227,12,19
0.923,-5.25,0.085,0.747,118.758,234000,8,20
0.858,-5.538,0.0141,0.00107,128.069,292093,11,0
0.714,-4.389,0.00937,0,98.992,236133,10,9
0.684,-4.595,0.252,0,96.097,192537,6,49
0.842,-3.424,0.0135,6.38e-06,127.924,240938,10,35
0.826,-5.766,0.00718,0,123.986,197648,8,64
0.861,-3.447,0.0336,0,127.049,229149,11,4
0.844,-6.267,0.0102,0.0329,127.993,232500,9,5
0.87,-3.013,0.035,0,129.952,208845,12,66
0.766,-6.375,0.0873,0,127.96,289133,16,20
0.749,-5.563,0.0697,0.000273,130.005,196453,12,3
0.829,-2.748,0.00572,0,127,192276,12,58
0.652,-7.321,0.0348,0,100.315,177685,11,67
0.644,-7.607,0.124,0,105.969,221904,8,74
0.814,-2.884,0.0114,0,127.968,199849,10,38
0.918,-3.033,0.0265,0.00212,125.076,270720,10,12
0.729,-4.773,0.0732,2.73e-05,127.871,221274,8,61
0.679,-7.551,0.239,0,118.017,176853,6,19
0.721,-6.678,0.0598,2.89e-05,126.038,185729,5,35
0.712,-7.553,0.267,0,145.168,187103,5,37
0.829,-4.906,0.164,7.71e-05,125.958,211278,8,3
0.743,-3.838,0.0778,0,122.978,201254,8,9
0.787,-5.244,0.112,0,122.058,191379,8,65
0.453,-8.864,0.0323,0.00243,134.799,200338,7,48
0.291,-7.843,0.0375,3.89e-06,100.961,240426,7,39
0.413,-7.399,0.132,0,115.035,194230,7,52
0.609,-6.375,0.513,0,102.525,193506,7,37
0.673,-10.72,0.0302,0.000868,167.978,262587,15,56
0.433,-8.139,0.0114,8.19e-06,106.028,310480,11,54
0.546,-5.674,0.0159,8.41e-05,130.028,217679,10,55
0.847,-7.584,0.00402,0.00103,159.953,203627,15,44
0.742,-7.327,0.000285,0.869,128.41,225735,9,57
0.465,-8.096,0.0426,0.00649,123.883,280080,11,53
0.78,-4.947,0.00909,0.16,156.772,212080,9,47
0.411,-11.841,0.166,0.105,90.005,226253,15,41
0.821,-5.63,0.0295,0.00114,155.893,327520,16,38
0.722,-7.002,0.0173,3.74e-05,94.985,308893,11,48
0.347,-8.166,0.477,1.4e-05,94.982,245027,8,38
0.901,-8.328,0.0714,0.0109,119.968,192507,15,40
0.647,-7.606,0.207,0.000649,119.994,331040,16,36
0.777,-7.572,0.261,0.00318,205.749,205200,11,45
0.955,-2.856,0.165,2.16e-06,123.939,269187,19,31
0.629,-8.531,0.0802,0,120.037,256813,15,39
0.913,-6.018,0.069,0,159.923,193573,16,34
0.769,-8.652,0.012,9.66e-05,129.988,259467,11,38
0.92,-5.773,0.0916,0,139.966,206907,15,41
0.796,-9.297,0.0702,0.069,119.958,199267,15,38
0.482,-10.338,0.286,0,190.032,299680,16,30
0.506,-8.227,0.792,0.000151,85.915,234480,11,37
0.811,-1.427,0.19,3.66e-05,120.021,170867,8,33
0.704,-7.186,0.276,0,119.926,186213,11,42
0.0879,-25.361,0.938,0.572,120.554,95013,16,30
0.898,-2.946,0.033,0,144.973,208227,13,39
0.414,-7.506,0.781,2.74e-06,183.25,252000,8,31
0.701,-6.849,0.044,0.00641,199.985,291573,18,35
0.0692,-17.157,0.933,0,182.616,238640,16,30
0.876,-4.56,0.00452,4.25e-06,112.981,261135,10,40
